children,contributors,date,form,fulltext_url,pages,parent,title,trove_id,url,volume
,"Pouliot, Melissa, 1972-",2014,Digital Publication,http://nla.gov.au/nla.obj-539981526,0,,Find me : when one goes missing many more are lost / Melissa Pouliot,nla.obj-539981526,https://trove.nla.gov.au/work/192505546,
,"Reed, Bill, 1939-",2015-2017,Digital Publication,http://nla.gov.au/nla.obj-382831747,0,,Tasker tusker tasker : a novel / Bill Reed,nla.obj-382831747,https://trove.nla.gov.au/work/192505757,
,"Reed, Bill, 1939-",2015,Digital Publication,http://nla.gov.au/nla.obj-254109338,0,,Passing strange : short stories / Bill Reed,nla.obj-254109338,https://trove.nla.gov.au/work/192505758,
,"Cosh, James, Rev",1890,Book,http://nla.gov.au/nla.obj-391579089,34,,Christian miracle : a statement of the case and the argument / by James Cosh,nla.obj-391579089,https://trove.nla.gov.au/work/19250911,
,"Theatre Royal (Portsmouth, England)",1950-1965,Book,http://nla.gov.au/nla.obj-84090374,1,,"Theatre Royal, Portsmouth, in the heart of the city : the two famous stars of radio's Twenty Questions Jack Train, Anona Winn",nla.obj-84090374,https://trove.nla.gov.au/work/192512367,
,"Tarkington, Booth, 1869-1946",1925,Book,http://nla.gov.au/nla.obj-84090155,1,,"Monsieur Beaucaire : Theatre Royal, Nottingham",nla.obj-84090155,https://trove.nla.gov.au/work/192514264,
,"Grimm, George, 1833-1897",1892,Book,http://nla.gov.au/nla.obj-400531385,20,,"The sabbath : patriarchal, Jewish and Christian / by Geo. Grimm",nla.obj-400531385,https://trove.nla.gov.au/work/19251427,
,"Taplin, Kim",2014,Book,http://nla.gov.au/nla.obj-84091423,1,,"Lapwings, for instance / Kim Taplin ; hand-set & printed by Michael Richards",nla.obj-84091423,https://trove.nla.gov.au/work/192515536,
,"Alston, Richard, 1941-",1996,Book,http://nla.gov.au/nla.obj-76434442,2,,"Senator the Hon Richard Alston, Minister for Communications and the Arts : invites you to a ceremony commemorating the gift of the speaker's chair to the Australian Parliament by the British Parliament and the inauguration of the 70th anniversary celebrations of Old Parliament House in the House of Representatives Chamber and the newly restored Senate Courtyard : Old Parliament House, 9.00am-10.00am, Friday October 11, 1996",nla.obj-76434442,https://trove.nla.gov.au/work/192515545,
,Hugo Wertheim (Firm),1910,Book,http://nla.gov.au/nla.obj-71442554,71,,"Wertheim Australian pianos : made at Bendigo St. Richmond, Melbourne",nla.obj-71442554,https://trove.nla.gov.au/work/192516215,
,General Motors-Holden's Limited,1979,Book,http://nla.gov.au/nla.obj-76424055,1,,"Modern motor : rally Commodores : Holden's big gamble : tests: BMW 323i, Datsun 280ZX",nla.obj-76424055,https://trove.nla.gov.au/work/192516233,
,Nationwide News Pty. Ltd,1979,Book,http://nla.gov.au/nla.obj-76434783,1,,"The News : Tuesday, June 12, 1979 : John Wayne dies",nla.obj-76434783,https://trove.nla.gov.au/work/192516236,
,Nationwide News Pty. Ltd,1948,Book,http://nla.gov.au/nla.obj-76435018,1,,"Tribune, Saturday, September 4, 1948 : Q'land ALP rightwing debacle",nla.obj-76435018,https://trove.nla.gov.au/work/192516239,
,Genuine Haarlem Oil Manufacturing Co,1907,Book,http://nla.gov.au/nla.obj-69332461,2,,Gold Medal Haarlem Oil : prepared by the Genuine Haarlem Oil Manufacturing Co. : successors to G. De Koning Tilly,nla.obj-69332461,https://trove.nla.gov.au/work/192516248,
,"Pan, José Felipe del, 1821-1891",1887,Book,http://nla.gov.au/nla.obj-91183824,145,,El aderezo de Paquita : historieta original de costumbres filipinas,nla.obj-91183824,https://trove.nla.gov.au/work/19252132,
,,1977,Book,http://nla.gov.au/nla.obj-76435437,1,,"Rebuff for Whitlam : Thursday, March 10, 1977",nla.obj-76435437,https://trove.nla.gov.au/work/192538183,
,,1977,Book,http://nla.gov.au/nla.obj-76440186,1,,"48-hour power strike : Unions decide : ""The Age"", Wednesday, February 9, 1977",nla.obj-76440186,https://trove.nla.gov.au/work/192538184,
,,1977,Book,http://nla.gov.au/nla.obj-76435220,1,,"Thommo : I'll be there : Wednesday, February 9, 1977",nla.obj-76435220,https://trove.nla.gov.au/work/192540612,
,,1952,Book,http://nla.gov.au/nla.obj-62337264,1,,"Stawell Athletic Club : 75th anniversary of the Club, 1952",nla.obj-62337264,https://trove.nla.gov.au/work/19254536,
,,1948,Book,http://nla.gov.au/nla.obj-107160617,1,,"Butterworth's Victorian law & mercantile calendar, 1948",nla.obj-107160617,https://trove.nla.gov.au/work/19254969,
,"Burn, Ian, 1939-1993",1987-2016,Digital Publication,http://nla.gov.au/nla.obj-851595653,0,,Scratcher / Ian Burns,nla.obj-851595653,https://trove.nla.gov.au/work/19255490,
,"Mardel, M. P. (Michael Patrick), 1949-",2015,Digital Publication,http://nla.gov.au/nla.obj-593100938,0,,The mermaid and the seahorse : adventure on the high seas / by Michael P Mardel,nla.obj-593100938,https://trove.nla.gov.au/work/192557257,
,"Reed, Bill, 1939-",1977-2017,Digital Publication,http://nla.gov.au/nla.obj-254107440,0,,Truganinni : 3 workshop plays / by Bill Reed,nla.obj-254107440,https://trove.nla.gov.au/work/192565396,
,,1756,Book,http://nla.gov.au/nla.obj-78862012,67,,Lettre ecrite de Macao en Chine / par un missionnaire a un de ses amis,nla.obj-78862012,https://trove.nla.gov.au/work/192592077,
,Hanry Franks & Co,1926-1928,Book,http://nla.gov.au/nla.obj-74068062,28,,"Geelong : fifty-five photographic views, Geelong, Victoria, Australia",nla.obj-74068062,https://trove.nla.gov.au/work/192604370,
,"Hoey, John Cashel, 1828-1892",1887,Book,http://nla.gov.au/nla.obj-362919596,4,,"[Letter inviting applications from prospective exhibitors at the Centennial International Exhibition, Melbourne, 1888] / J. Cashel Hoey]",nla.obj-362919596,https://trove.nla.gov.au/work/19260707,
,"McClymont, James R. (James Roxburgh), 1854-1936",1907,Book,http://nla.gov.au/nla.obj-358766770,20,,Problematical features in maps designed by Mercator and Desceliers / by James Roxburgh McClymont,nla.obj-358766770,https://trove.nla.gov.au/work/19260740,
,"Pelsaert, Francisco, -1630",1626-1699,Book,http://nla.gov.au/nla.obj-358769591,24,,Letter from Francois Pelsart to the Comptoir de la Compagnie Hollandoise dated 15th February 1627,nla.obj-358769591,https://trove.nla.gov.au/work/19260783,
,"Graeffe, Eduard",1868,Book,http://nla.gov.au/nla.obj-358722450,54,,Reisen im Innern der Insel Viti-Levu / von Eduard Graeffe,nla.obj-358722450,https://trove.nla.gov.au/work/19260814,
,"Beggs, Christina",1969,Journal,https://nla.gov.au/nla.obj-744787936,52,,A squatters story,nla.obj-744787936,https://trove.nla.gov.au/work/192612594,
,"Carroll, Brian",1968,Journal,https://nla.gov.au/nla.obj-755520615,52,,"Bennelong : romantic legend, unhappy truth",nla.obj-755520615,https://trove.nla.gov.au/work/192612605,
,"Brooksbank, Walter",1964,Journal,https://nla.gov.au/nla.obj-755799708,56,,Darwins new look,nla.obj-755799708,https://trove.nla.gov.au/work/192612778,
,"Bull, Jean",1956,Journal,https://nla.gov.au/nla.obj-741679170,52,,The Enigma of the Balds (south-east Queensland),nla.obj-741679170,https://trove.nla.gov.au/work/192612809,
,"Thomson, Donald F. (Donald Fergusson), 1901-1970",1946,Journal,https://nla.gov.au/nla.obj-738243530,56,,The story of Arnhem Land,nla.obj-738243530,https://trove.nla.gov.au/work/192612827,
,"Carter, Mare",1966,Journal,https://nla.gov.au/nla.obj-745999602,52,,The Centre is tops,nla.obj-745999602,https://trove.nla.gov.au/work/192614219,
,"Coleman, Edith",1938,Journal,https://nla.gov.au/nla.obj-729915967,68,,One mans meat,nla.obj-729915967,https://trove.nla.gov.au/work/192614296,
,"Cotton, R. C",1940,Journal,https://nla.gov.au/nla.obj-738410233,52,,Aboriginal art,nla.obj-738410233,https://trove.nla.gov.au/work/192614324,
,"""Creel""",1944,Journal,https://nla.gov.au/nla.obj-735562018,44,,CAST-NET FISHING,nla.obj-735562018,https://trove.nla.gov.au/work/192614341,
,"Cruttenden, Richard",1938-1969,Journal,https://nla.gov.au/nla.obj-729924004,68,,Groote Eylandt,nla.obj-729924004,https://trove.nla.gov.au/work/192614353,
,"Dawson, C. St. M",1955,Journal,https://nla.gov.au/nla.obj-741512026,52,,Legends of Yarrabah,nla.obj-741512026,https://trove.nla.gov.au/work/192614395,
,"Edwards, Hugh",1963,Journal,https://nla.gov.au/nla.obj-754293355,52,,Tragedy of the happy people,nla.obj-754293355,https://trove.nla.gov.au/work/192614455,
,"Feeken, Erwin H. J",1968,Journal,https://nla.gov.au/nla.obj-755666132,60,,Sir George Grey's incredible journeys,nla.obj-755666132,https://trove.nla.gov.au/work/192614587,
,"Fenner, Charles",1955,Journal,https://nla.gov.au/nla.obj-741471485,52,,Aboriginal place names,nla.obj-741471485,https://trove.nla.gov.au/work/192614589,
,"Fenner, Charles",1954,Journal,https://nla.gov.au/nla.obj-741412683,52,,Blackfellows I have known,nla.obj-741412683,https://trove.nla.gov.au/work/192614590,
,"Fenner, Charles",1956,Journal,https://nla.gov.au/nla.obj-744407787,52,,Modern stone-age artists,nla.obj-744407787,https://trove.nla.gov.au/work/192614591,
,"Fenner, Charles",1954,Journal,https://nla.gov.au/nla.obj-741397533,52,,Wooden implements of the Aborigines,nla.obj-741397533,https://trove.nla.gov.au/work/192614592,
,"Gartrell, Marjorie",1960,Journal,https://nla.gov.au/nla.obj-753847552,48,,Kurdaitcha shoes,nla.obj-753847552,https://trove.nla.gov.au/work/192614684,
,"George, Heather",1952,Journal,https://nla.gov.au/nla.obj-744427888,52,,The Wailbri,nla.obj-744427888,https://trove.nla.gov.au/work/192614704,
,"Goodhart, David",1939,Journal,https://nla.gov.au/nla.obj-729931598,64,,Desert water supplies,nla.obj-729931598,https://trove.nla.gov.au/work/192614755,
,"Goodhart, David",1938,Journal,https://nla.gov.au/nla.obj-729915616,68,,Where the inland rivers end,nla.obj-729915616,https://trove.nla.gov.au/work/192614756,
,"Hadow, Lyndall",1942,Journal,https://nla.gov.au/nla.obj-735453651,44,,Mission lease,nla.obj-735453651,https://trove.nla.gov.au/work/192614822,
,"Hall, Basil",1957,Journal,https://nla.gov.au/nla.obj-745394448,52,,The Eastern isles,nla.obj-745394448,https://trove.nla.gov.au/work/192614831,
,"Hall, Basil",1958,Journal,https://nla.gov.au/nla.obj-746442109,44,,"The mission mangoes (Mitchell River, Gulf of Carpentaria)",nla.obj-746442109,https://trove.nla.gov.au/work/192614832,
,"Halliday, John",1942,Journal,https://nla.gov.au/nla.obj-737808780,52,,Myalls on the march,nla.obj-737808780,https://trove.nla.gov.au/work/192614838,
,"Hamlyn-Harris, Ronald",1912,Book,http://nla.gov.au/nla.obj-33526052/view?searchTerm=%28Torres+Strait+Islanders%29+%28nla.obj%29#search/(Torres%20Strait%20Islanders)%20(nla.obj),10,,"Papuan mummification : as practised in the Torres Straits Islands, and exemplified by specimens in the Queensland Museum collections",nla.obj-33526052,https://trove.nla.gov.au/work/192614849,
,"Hill, Ernestine, 1899-1972",1940,Journal,https://nla.gov.au/nla.obj-739773305,52,,Black mans day,nla.obj-739773305,https://trove.nla.gov.au/work/192614914,
,"Holmes, Charles H",1950,Journal,https://nla.gov.au/nla.obj-743821177,52,,New Commonwealth stamp,nla.obj-743821177,https://trove.nla.gov.au/work/192614933,
,"Hood, Allan",1939,Journal,https://nla.gov.au/nla.obj-730227274,68,,Footprints in the dust,nla.obj-730227274,https://trove.nla.gov.au/work/192614940,
,"James, Bill",1965,Journal,https://nla.gov.au/nla.obj-755131092,52,,Cantankerous hero,nla.obj-755131092,https://trove.nla.gov.au/work/192614979,
,"Allan, John",1964,Journal,https://nla.gov.au/nla.obj-755821602,52,,Wongai patrol,nla.obj-755821602,https://trove.nla.gov.au/work/192615055,
,"Barclay, Arthur",1938,Journal,https://nla.gov.au/nla.obj-729900944,64,,Australias Northern Territory police,nla.obj-729900944,https://trove.nla.gov.au/work/192615124,
,"Barclay, Arthur",1939,Journal,https://nla.gov.au/nla.obj-730219987,64,,Life at Bathurst Island Mission,nla.obj-730219987,https://trove.nla.gov.au/work/192615125,
,"Lambert, Noel",1954,Journal,https://nla.gov.au/nla.obj-741039005,52,,Maroochy : a legend and a garden,nla.obj-741039005,https://trove.nla.gov.au/work/192615284,
,"Lasry, Ian",1964,Journal,https://nla.gov.au/nla.obj-755799465,56,,The voyage of the Little Dove,nla.obj-755799465,https://trove.nla.gov.au/work/192615319,
,"McC., K",1941,Journal,https://nla.gov.au/nla.obj-730185961,52,,THE LAW AND THE ABORIGINAL,nla.obj-730185961,https://trove.nla.gov.au/work/192615320,
,"Lewis, John",1966,Journal,https://nla.gov.au/nla.obj-746073056,52,,Cuttaburra campfires,nla.obj-746073056,https://trove.nla.gov.au/work/192615364,
,"Long, G. Macdonald",1937,Journal,https://nla.gov.au/nla.obj-725400928,68,,Corroboree,nla.obj-725400928,https://trove.nla.gov.au/work/192615397,
,"Luckman, Jessie S",1951,Journal,https://nla.gov.au/nla.obj-743908097,52,,Tasmanian Aboriginal carvings,nla.obj-743908097,https://trove.nla.gov.au/work/192615417,
,"Lynn, Warwick",1943,Journal,https://nla.gov.au/nla.obj-735553022,40,,Mornington Island,nla.obj-735553022,https://trove.nla.gov.au/work/192615420,
,"Frauca, Harry",1967,Journal,https://nla.gov.au/nla.obj-755238610,60,,Emu in the sky,nla.obj-755238610,https://trove.nla.gov.au/work/192615501,
,"Paterson, J. E",1915,Book,http://nla.gov.au/nla.obj-52777824,47,,"Trout fishing in New South Wales, Australia / by J.E. Paterson",nla.obj-52777824,https://trove.nla.gov.au/work/19261564,
,"Hill, Ernestine, 1899-1972",1938,Journal,https://nla.gov.au/nla.obj-730240078,68,,The Pack-Bells of John McKinlay,nla.obj-730240078,https://trove.nla.gov.au/work/192615655,
,"Maynard, Blanche",1947,Journal,https://nla.gov.au/nla.obj-740961235,52,,Wild orchard,nla.obj-740961235,https://trove.nla.gov.au/work/192615761,
,--P,1939,Journal,https://nla.gov.au/nla.obj-724519063,56,,AUSTRALIA’S STRANGEST ABORIGINAL SETTLEMENT,nla.obj-724519063,https://trove.nla.gov.au/work/192616038,
,"Pridmore, Adele",1957,Journal,https://nla.gov.au/nla.obj-745648418,52,,Aboriginal relics,nla.obj-745648418,https://trove.nla.gov.au/work/192616156,
,"""Wayfarer""",1945,Journal,https://nla.gov.au/nla.obj-738197876,52,,QUEER SPEARS OF THE NORTH,nla.obj-738197876,https://trove.nla.gov.au/work/192616170,
,"Quick, Balcombe",1948,Journal,https://nla.gov.au/nla.obj-740753809,52,,Nardoo stone,nla.obj-740753809,https://trove.nla.gov.au/work/192616172,
,"Quick, Balcombe",1962,Journal,https://nla.gov.au/nla.obj-755701595,48,,Winbars cave paintings,nla.obj-755701595,https://trove.nla.gov.au/work/192616173,
,"Rayment, Tarlton",1943,Journal,https://nla.gov.au/nla.obj-735552984,40,,The Australian paper-barks,nla.obj-735552984,https://trove.nla.gov.au/work/192616196,
,"Rayment, Tarlton",1946,Journal,https://nla.gov.au/nla.obj-740993678,56,,The valued pituri,nla.obj-740993678,https://trove.nla.gov.au/work/192616197,
,"Roche, Violet A",1938,Journal,https://nla.gov.au/nla.obj-729877998,64,,"Badu Island, Torres Straits : where a woman is Superintendent",nla.obj-729877998,https://trove.nla.gov.au/work/192616221,
,"Russell, John",1947,Journal,https://nla.gov.au/nla.obj-740925462,52,,A woman of Arnhem Land,nla.obj-740925462,https://trove.nla.gov.au/work/192616271,
,"Scott, Warren",1969,Journal,https://nla.gov.au/nla.obj-744670205,52,,Communications across the Nullarbor,nla.obj-744670205,https://trove.nla.gov.au/work/192616318,
,"Searle, Edward",1949,Journal,https://nla.gov.au/nla.obj-741627062,52,,Artists of the wilderness,nla.obj-741627062,https://trove.nla.gov.au/work/192616323,
,"Shanks, Rae",1962,Journal,https://nla.gov.au/nla.obj-755810783,48,,Diary from the desert,nla.obj-755810783,https://trove.nla.gov.au/work/192616339,
,Religious Tract Society (Great Britain),1835-1838,Book,http://nla.gov.au/nla.obj-288246640,353,,Missionary records : Tahiti and Society Islands,nla.obj-288246640,https://trove.nla.gov.au/work/19261634,
,"Siemon, Rosamond",1959,Journal,https://nla.gov.au/nla.obj-748401671,44,,Cave art in the Auburn Ranges,nla.obj-748401671,https://trove.nla.gov.au/work/192616355,
,"Smart, Peter",1951,Journal,https://nla.gov.au/nla.obj-744284600,52,,The dugong,nla.obj-744284600,https://trove.nla.gov.au/work/192616391,
,"Spencer, Margaret",1953,Journal,https://nla.gov.au/nla.obj-747823331,52,,A trip to Mer Island,nla.obj-747823331,https://trove.nla.gov.au/work/192616402,
,"Strehlow, Bertha G",1940,Journal,https://nla.gov.au/nla.obj-739772959,52,,Through Central Australia,nla.obj-739772959,https://trove.nla.gov.au/work/192616455,
,"Swagman, Syd",1943,Journal,https://nla.gov.au/nla.obj-735525555,44,,Aboriginal fishing holes / by Syd. Swagman,nla.obj-735525555,https://trove.nla.gov.au/work/192616472,
,"Swagman, Syd",1945,Journal,https://nla.gov.au/nla.obj-738198497,52,,HELPING BLACK BROTHER,nla.obj-738198497,https://trove.nla.gov.au/work/192616473,
,"Swagman, Syd",1943,Journal,https://nla.gov.au/nla.obj-735520746,44,,HUNTING CROCODILES IN NORTH QUEENSLAND,nla.obj-735520746,https://trove.nla.gov.au/work/192616474,
,T.R,1941,Journal,https://nla.gov.au/nla.obj-735359068,52,,A native forage plant,nla.obj-735359068,https://trove.nla.gov.au/work/192616478,
,"Thomson, Donald F. (Donald Fergusson), 1901-1970",1950,Journal,https://nla.gov.au/nla.obj-743856972,52,,The Australian Aboriginal as hunter and food gatherer,nla.obj-743856972,https://trove.nla.gov.au/work/192616518,
